en	translation	gender	meaning_translation
breath	aliento	m	Aire
breeze	brisa	f	Viento suave
brew	bebida	f	Bebida hecha por elaboración
bribe	soborno	m	Pago para influir indebidamente
brick	ladrillo	m	Bloque de construcción
bride	novia	f	Mujer en su día de boda
bridge	puente	m	Conexión
brief	resumen	m	Breve o sumario
brilliant	brillo	m	Muy brillante
brink	borde	m	Borde de lugar empinado
Britain	Bretaña	f	Nación insular en Europa
broadcast	transmisión	f	Transmisión de programas en radio o televisión
broadcasting	radiodifusión	f	Transmisión de programas
broccoli	brócoli	m	Vegetal verde
broker	corredor	m	Agente o intermediario
bronze	bronce	m	Aleación de cobre y estaño
brook	arroyo	m	Pequeño arroyo
broth	caldo	m	Líquido de sopa
brother	hermano	m	Hermano varón
brow	ceja	f	Ceja o frente
brown	marrón	m	Color
browse	ojeada	f	Mirada o examen casual
bruise	moretón	m	Marca de lesión
brunch	brunch	m	Comida de la mañana tardía
brush	cepillo	m	Herramienta
brutality	brutalidad	f	Crueldad extrema
brute	bruto	m	Persona salvaje
bubble	burbuja	f	Aire en líquido
buck	ciervo	m	Ciervo macho
bucket	cubo	m	Recipiente con asa
buckle	hebilla	f	Cierre de cinturón
bud	capullo	m	Flor antes de abrirse
buddhism	budismo	m	Religión oriental
buddhist	budista	m	Persona que sigue el budismo
buddy	amigo	m	Amigo cercano
budget	presupuesto	m	Plan financiero
buff	entusiasta	m	Entusiasta
buffalo	búfalo	m	Animal bovino grande
bug	insecto	m	Insecto
build	constitución	f	Físico o estructura corporal
builder	constructor	m	Trabajador de construcción
building	edificio	m	Estructura
bulgogi	bulgogi	m	Plato coreano de carne marinada
bulk	volumen	m	Tamaño grande
bull	toro	m	Ganado macho
bullet	bala	f	Proyectil disparado desde un arma
bun	bollo	m	Pan pequeño
bunch	racimo	m	Número de cosas que crecen o se sujetan juntas
burden	carga	f	Carga o responsabilidad
bureau	oficina	f	Oficina o departamento
bureaucracy	burocracia	f	Sistema de gobierno por funcionarios
burial	entierro	m	Entierro funerario
burn	quemadura	f	Lesión por fuego
bus	autobús	m	Vehículo de transporte
bush	arbusto	m	Arbusto
business	negocio	m	Comercio o empresa
businessperson	empresario	m	Persona dedicada a negocios comerciales o industriales
bustle	bullicio	m	Actividad ocupada
but	objeción	f	Excepción u objeción
butler	mayordomo	m	Sirviente principal masculino
butt	extremo	m	Extremo más grueso de algo
butter	mantequilla	f	Crema batida para untar
butterfly	mariposa	f	Insecto alado
button	botón	m	Cierre o interruptor
buyer	comprador	m	Persona que compra algo
buyout	adquisición	f	Compra de participación controladora en empresa
buzz	zumbido	m	Sonido zumbante
cabbage	col	f	Vegetal de hojas
cabinet	gabinete	m	Armario o gobierno
cable	cable	m	Alambre o cuerda
cactus	cactus	m	Planta del desierto
cadet	cadete	m	Joven aprendiz en academia militar o policial
cafe	café	m	Cafetería o restaurante pequeño
cage	jaula	f	Recinto para animales
cake	pastel	m	Postre dulce
cakewalk	tarea fácil	f	Tarea muy fácil
calamity	calamidad	f	Desastre o catástrofe
calcium	calcio	m	Mineral óseo
calculation	cálculo	m	Computación matemática
calculus	cálculo	m	Rama de las matemáticas que trata derivadas e integrales
calendar	calendario	m	Sistema de fechas
calf	ternero	m	Vaca joven
California	California	f	Estado de la costa oeste de EE.UU.
call	llamada	f	Grito
calm	calma	f	Paz o quietud
camel	camello	m	Animal del desierto
camera	cámara	f	Dispositivo fotográfico
camp	campamento	m	Sitio o hogar temporal
campaign	campaña	f	Esfuerzo o iniciativa
campus	campus	m	Terrenos de la escuela
can	lata	f	Recipiente
Canada	Canadá	m	País de América del Norte
canal	canal	m	Vía fluvial artificial
canary	canario	m	Pájaro cantor amarillo
cancel	cancelación	f	Marca postal que muestra franqueo pagado
cancellation	cancelación	f	Acto de cancelar o anular
cancer	cáncer	m	Enfermedad o tumor
candidate	candidato	m	Solicitante o nominado
candle	vela	f	Fuente de luz de cera
candy	dulce	m	Confección dulce
cane	bastón	m	Palo para caminar
canoe	canoa	f	Bote pequeño
canon	canon	m	Ley de la iglesia
canopy	dosel	m	Cubierta superior
canvas	lienzo	m	Tela de pintura
canyon	cañón	m	Valle profundo
cap	gorra	f	Sombrero o tapa
capability	capacidad	f	Habilidad o capacidad
capacitance	capacitancia	f	Capacidad de almacenar carga eléctrica
capacity	capacidad	f	Volumen o habilidad
cape	capa	f	Capa sin mangas
capital	capital	f	Ciudad sede del gobierno
capitalism	capitalismo	m	Sistema económico
captain	capitán	m	Líder o comandante
capture	captura	f	Acto de atrapar o apresar
car	coche	m	Vehículo de carretera con cuatro ruedas
carbon	carbono	m	Elemento químico
card	tarjeta	f	Pieza de papel grueso y rígido
cardinal	cardenal	m	Funcionario católico de alto rango
care	cuidado	m	Atención o preocupación
career	carrera	f	Profesión u ocupación
cargo	carga	f	Flete o cargamento
caricature	caricatura	f	Dibujo o descripción exagerada
carnation	clavel	m	Flor rosa
carnival	carnaval	m	Festival o feria
carol	villancico	m	Canción navideña
carp	carpa	f	Pez de agua dulce
carpet	alfombra	f	Tapete o cubierta de piso
carriage	carruaje	m	Vehículo tirado por caballos
carrier	transportista	m	Transportador o empresa
carrot	zanahoria	f	Vegetal de raíz naranja
cartoon	dibujo animado	m	Película animada
case	caso	m	Situación o contenedor
cash	efectivo	m	Dinero en billetes y monedas
cast	reparto	m	Grupo de actores
caste	casta	f	Clase social hereditaria entre hindúes
casting	casting	m	Selección de actores
castle	castillo	m	Fortaleza o palacio
casual	ropa casual	f	Ropa informal
cat	gato	m	Felino doméstico
catalog	catálogo	m	Lista completa de artículos
catalyst	catalizador	m	Sustancia que acelera reacción química
catch	captura	f	Captura o atrape
category	categoría	f	Clase o división de cosas
caterpillar	oruga	f	Larva de mariposa
cathedral	catedral	f	Iglesia grande
catholic	católico	m	Miembro de la denominación cristiana más grande liderada por el Papa
cattle	ganado	m	Vacas y toros
cauliflower	coliflor	f	Vegetal blanco con cabeza compacta
cause	causa	f	Razón o propósito
caution	precaución	f	Cuidado o advertencia
cavalry	caballería	f	Soldados que pelean a caballo
cave	cueva	f	Hueco subterráneo
ceasefire	alto el fuego	m	Parada temporal en la lucha
cedar	cedro	m	Tipo de árbol de hoja perenne
ceiling	techo	m	Techo o cubierta
celebration	celebración	f	Fiesta o festival
celebrity	celebridad	f	Persona famosa
celery	apio	m	Vegetal verde con tallos largos
cell	celda	f	Habitación o unidad biológica
cellar	sótano	m	Sótano o almacenamiento subterráneo
cello	violonchelo	m	Instrumento musical de cuerda grande
cement	cemento	m	Material de construcción
censor	censor	m	Persona que examina contenido para aprobación
censorship	censura	f	Supresión de discurso o escritura
census	censo	m	Recuento de población
cent	centavo	m	Moneda o centésima parte del dólar
center	centro	m	Medio o foco
centimeter	centímetro	m	Unidad de longitud métrica
century	siglo	m	Cien años
cereal	cereal	m	Comida de desayuno hecha de granos
ceremonial	ceremonia	f	Ceremonia o ritual formal
ceremony	ceremonia	f	Ritual o evento
certainty	certeza	f	Cosa segura o confianza
certificate	certificado	m	Documento oficial
chain	cadena	f	Enlaces o serie
chair	silla	f	Asiento o mueble
chairman	presidente	m	Líder de la junta
chalk	tiza	f	Material de escritura hecho de piedra caliza
challenge	desafío	m	Dificultad que pone a prueba habilidades
chamber	cámara	f	Sala o espacio cerrado
champagne	champán	m	Vino espumoso de celebración
champion	campeón	m	Ganador de una competencia
championship	campeonato	m	Competencia por el título
chance	oportunidad	f	Posibilidad u ocasión favorable
chancellor	canciller	m	Jefe de gobierno o universidad
change	cambio	m	Alteración o modificación
channel	canal	m	Pasaje o vía de comunicación
chapati	chapati	m	Torta delgada de pan integral sin levadura
chapel	capilla	f	Iglesia pequeña
chapter	capítulo	m	División principal de un libro
character	personaje	m	Persona en una historia
characteristic	característica	f	Rasgo típico o distintivo
charcoal	carbón	m	Madera quemada
charge	cargo	m	Tarifa o costo
charity	caridad	f	Bondad hacia otros
charm	encanto	m	Atractivo o atracción
chart	gráfico	m	Diagrama o tabla
charter	carta	f	Documento de derechos
chase	persecución	f	Acción de perseguir
cheat	tramposo	m	Persona deshonesta
check	verificación	f	Acción de comprobar
checkup	chequeo	m	Examen médico completo
cheek	mejilla	f	Lado del rostro
cheer	vítores	m	Grito de ánimo
cheese	queso	m	Producto lácteo
chemical	químico	m	Sustancia química
chemist	químico	m	Científico de química
chemistry	química	f	Ciencia de la materia
cherry	cereza	f	Fruta roja
chess	ajedrez	m	Juego de tablero estratégico
chest	pecho	m	Parte superior del torso
chestnut	castaña	f	Nuez comestible
chew	masticación	f	Acción de masticar
chick	polluelo	m	Ave joven
chicken	pollo	m	Ave de corral
chickpea	garbanzo	m	Semilla comestible redonda
chief	jefe	m	Líder de una organización
child	niño	m	Ser humano joven
childhood	infancia	f	Primeros años de vida
chill	frío	m	Sensación de temperatura baja
chime	campanada	f	Sonido melodioso de campana
chin	barbilla	f	Parte inferior del rostro
China	China	f	País asiático
Chinese	chino	m	Idioma o persona de China
chip	fragmento	m	Pedazo pequeño
chlorine	cloro	m	Elemento químico para tratamiento de agua
chocolate	chocolate	m	Dulce de cacao
choice	elección	f	Opción o selección			
choir	coro	m	Grupo de cantantes
choke	estrangulador	m	Dispositivo de control de aire
chop	tajo	m	Golpe cortante
chord	acorde	m	Combinación musical de notas
chore	tarea	f	Quehacer doméstico rutinario
chorus	coro	m	Grupo de cantantes
christ	cristo	m	Título de Jesús como Mesías
christian	cristiano	m	Seguidor de Cristo
christianity	cristianismo	m	Religión de Jesús
Christmas	Navidad	f	Festividad del 25 de diciembre
chromosome	cromosoma	m	Estructura de ADN
chronicle	crónica	f	Registro histórico
chuck	golpecito	m	Toque suave bajo el mentón
chump	tonto	m	Persona fácil de engañar
church	iglesia	f	Edificio religioso
cider	sidra	f	Bebida de manzanas fermentadas
cinema	cine	m	Sala de cine
circle	círculo	m	Forma redonda
circulation	circulación	f	Flujo sanguíneo
circumstance	circunstancia	f	Situación o contexto
circus	circo	m	Espectáculo de entretenimiento
citation	cita	f	Referencia o mención
citizen	ciudadano	m	Residente de un país
citizenship	ciudadanía	f	Membresía nacional
city	ciudad	f	Zona urbana densamente poblada
civility	civilidad	f	Comportamiento cortés
civilization	civilización	f	Sociedad avanzada
claim	reclamo	m	Declaración de verdad o derecho
clam	almeja	f	Molusco marino
clamor	clamor	m	Ruido confuso y fuerte
clamp	abrazadera	f	Herramienta de sujeción
clap	aplauso	m	Golpe de manos
clash	choque	m	Conflicto o colisión
class	clase	f	Grupo de estudiantes
classic	clásico	m	Obra tradicional
classmate	compañero	m	Estudiante en la misma clase
classroom	aula	f	Sala de aprendizaje
clatter	estrépito	m	Sonido de traqueteo
clause	cláusula	f	Sección de contrato
claw	garra	f	Uña afilada
clay	arcilla	f	Tierra de grano fino
cleaning	limpieza	f	Proceso de eliminar suciedad
cleanser	limpiador	m	Sustancia para limpiar
cleanup	limpieza	f	Acto de limpiar
clearance	autorización	f	Permiso o aprobación
clearing	claro	m	Espacio abierto en bosque
clench	agarre	m	Sujeción apretada
clergy	clero	m	Funcionarios religiosos
clergyman	clérigo	m	Ministro religioso
clerical	trabajo administrativo	m	Trabajo administrativo
clerk	empleado	m	Trabajador de oficina
client	cliente	m	Persona que contrata servicios
cliff	acantilado	m	Pared rocosa escarpada
climate	clima	m	Condiciones meteorológicas
climax	clímax	m	Punto culminante
climb	ascenso	m	Acción de subir
clinic	clínica	f	Instalación médica
clip	sujetador	m	Dispositivo de sujeción
cloak	capa	f	Prenda exterior
clock	reloj	m	Instrumento de tiempo
close	cierre	m	Fin o conclusión
closet	armario	m	Espacio de almacenamiento
closure	cierre	m	Acto de cerrar
cloth	tela	f	Tejido o material
clothes	ropa	f	Prendas de vestir
clothing	vestimenta	f	Prendas que se usan
cloud	nube	f	Formación en el cielo
clover	trébol	m	Planta de tres hojas
club	club	m	Organización o asociación
clue	pista	f	Indicio o señal
clutch	agarre	m	Sujeción firme
coach	entrenador	m	Instructor deportivo
coal	carbón	m	Roca combustible negra
coalition	coalición	f	Alianza temporal
coast	costa	f	Orilla del mar
coat	abrigo	m	Prenda exterior
coating	revestimiento	m	Capa protectora
cock	gallo	m	Macho del ave
cocktail	cóctel	m	Bebida alcohólica mezclada
cocoa	cacao	m	Polvo de chocolate
coconut	coco	m	Fruta tropical
cod	bacalao	m	Tipo de pescado
code	código	m	Sistema de símbolos
coffee	café	m	Bebida de granos tostados
coffin	ataúd	m	Caja funeraria
coin	moneda	f	Pieza metálica de dinero
coincidence	coincidencia	f	Ocurrencia simultánea casual
cola	cola	f	Refresco carbonatado
cold	frío	m	Temperatura baja
collaboration	colaboración	f	Trabajo conjunto
collapse	colapso	m	Fallo repentino
collar	cuello	m	Parte del cuello de prenda
collateral	garantía	f	Seguridad para préstamo
colleague	colega	m	Compañero de trabajo
collection	colección	f	Conjunto acumulado
college	universidad	f	Institución de educación superior
colonel	coronel	m	Oficial militar
colony	colonia	f	Asentamiento o territorio
color	color	m	Tono o matiz
coloring	coloración	f	Proceso de agregar color			
Colosseum	Coliseo	m	Anfiteatro romano antiguo
column	columna	f	Pilar o soporte
comb	peine	m	Utensilio dentado para el cabello
combat	combate	m	Lucha o batalla
